ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
034025,THE HEALING PLACE,AZ,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://static1.squarespace.com/static/641cdb99a1fef46a48846e0c/t/69177051ff07795f6421eb3a/1763143790342/cms-hpt.txt,206,2026-09-09T10:06:57.227Z,,https://www.polarahealth.com/s/TheHealingPlace_MainCampus_StandardCharges.csv,206,https://static1.squarespace.com/static/641cdb99a1fef46a48846e0c/t/690bfaba30814f516bc80c9f/1762392762091/TheHealingPlace_MainCampus_StandardCharges.csv,corroborated,file-name-and-address,The Healing Place,The Healing Place,AZ,2025-11-04,2.0.0,date-within-365-days-older-version,2026-09-09T10:06:57.339Z,8a24d3f97331ac40f798307ba3f109cd4f5e95aadd628d1b36b94d92e671eb43,7b1842b07c50054ad47d4fe364adfe79a7c7b18e07ee3d7b056d443ac20b43ec,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
034034,DESTINY SPRINGS HEALTHCARE,AZ,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://5798232a-0473-45d2-b484-accd085e50e0.usrfiles.com/ugd/579823_c1d62be5375442a28d99445b448b1c3e.txt,206,2026-09-09T10:06:57.232Z,,https://www.destinyspringshealthcare.com/files/81-4160201_Destiny-Springs-Healthcare_standardcharges.csv,404,https://1b6f986b-8b16-4924-9a50-0cb7e3aaae2f.filesusr.com/ugd/579823_eb7db2b89803407a90b9c18a5c9c739f.csv?dn=81-4160201_Destiny-Springs-Healthcare_standardcharges.csv,corroborated,file-name-and-address,Destiny Springs Healthcare,Destiny Springs Healthcare – Surprise,AZ,2025-12-11,3.0 CSV Tall,date-within-365-days-version-3,2026-09-09T10:43:52.090Z,ccccc92d5d4a9309acca28ceaf924e4bd316ff2fa2980642b9048b4150c25310,99dca5fb1c551215ce123f7e1308846544217097028da0ffc473430a5b24ea18,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
034035,AVENIR BEHAVIORAL HEALTH CENTER,AZ,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://g5-assets-cld-res.cloudinary.com/raw/upload/v1759426049/g5/g5-c-5hk8rftzt-avenir-senior-living-single-domain/g5-cl-1ivmhxc3h3-avenir-senior-living/uploads/cms-hptt_ggurj3.txt,200,2026-09-09T10:06:57.219Z,,https://g5-assets-cld-res.cloudinary.com/raw/upload/v1759418416/g5/g5-c-5hk8rftzt-avenir-senior-living-single-domain/g5-cl-1ivmlhcajg-avenir-center-for-behavioral-health-at-surprise/uploads/400629305_avenir_behavioral_center_standardcharges_wrurw3.csv,200,https://g5-assets-cld-res.cloudinary.com/raw/upload/v1759418416/g5/g5-c-5hk8rftzt-avenir-senior-living-single-domain/g5-cl-1ivmlhcajg-avenir-center-for-behavioral-health-at-surprise/uploads/400629305_avenir_behavioral_center_standardcharges_wrurw3.csv,corroborated,file-name-and-address,Avenir Behavioral health Center,Avenir Behavioral health Center,AZ,2025-09-30,2.0.0,date-within-365-days-older-version,2026-09-09T10:06:57.272Z,b0e0ec886e64e010514ee02b17c35745813a843f850d9cfe86e447f823301496,d1a86932fc3dd1b2da16c38ed545d33ed708692ad5514f36429962d03fbeb12f,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
040001,SILOAM SPRINGS REGIONAL HOSPITAL,AR,pointer-or-domain-review,unresolved,lead-domain-names-facility-no-pointer,Browser pricing-page walk on the named domain to locate the pointer or its replacement,https://freemanhealthnw.com/cms-hpt.txt,"curl: (28) Operation timed out after 11539 milliseconds with 0 bytes received
",2026-09-09T11:40:44.698Z,,,,,,,,,,,,,,,,,Lead domain https://freemanhealthnw.com/ names the facility on its homepage but serves no readable cms-hpt.txt at the standard location; homepage evidence retained.
040002,JOHNSON REGIONAL MEDICAL CENTER,AR,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.jrmc.com/cms-hpt.txt,200,2026-09-09T10:06:57.489Z,,https://www.jrmc.com/wp-content/uploads/2025/12/710403278_johnson-regional-medical-center_standardcharges.csv,206,https://www.jrmc.com/wp-content/uploads/2025/12/710403278_johnson-regional-medical-center_standardcharges.csv,mrf-header-name-without-location,,Johnson Regional Medical Center,Johnson Regional Medical Center,AR,2025-11-25,2.0.0,date-within-365-days-older-version,2026-09-09T10:06:57.853Z,3529b081a1f14c06148a3ce19b2465b32d63c01506e9a1687b5d83d340c44183,a606babdb2407945a27b68f0ef79342624f96bfa17292c739f8cb941be36f3ac,,
040011,CHAMBERS MEMORIAL HOSPITAL,AR,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://chambershealth.org/cms-hpt.txt,206,2026-09-09T10:06:57.356Z,,https://secure.claraprice.net/price-transparency/OHL3996173618/machine-readable/760153629_chambers-health_standardcharges.json,200,https://secure.claraprice.net/price-transparency/OHL3996173618/machine-readable/760153629_chambers-health_standardcharges.json,mrf-header-has-no-license-state,,Chambers Health,,,,,date-unverified,2026-09-09T10:07:01.938Z,b8b591fa5c786d813652fa5084848c0af1e6aa66012203f3b309db55eb1ea89e,ca217863b1da826c59179477302217840beb2cf41355d2f2c61569deacff6538,,
040014,WHITE COUNTY MEDICAL CENTER,AR,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/6ffa86dd7af948a4b4216e06cb522e07/unity-healthcms-hpt.txt,206,2026-09-09T10:06:57.692Z,,https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/f7b14e4eba234333a31eb2d09e307e62/71-0772737_unity-health-white-county-medical-center_standardcharges.json,206,https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/f7b14e4eba234333a31eb2d09e307e62/71-0772737_unity-health-white-county-medical-center_standardcharges.json,corroborated,file-name-and-address,Unity Health White County Medical Center,Unity Health White County Medical Center,AR,2025-03-01,2.2.0,date-over-365-days,2026-09-09T10:06:58.041Z,4ed681b955f9316848755ccd1352c56a23f67331474733bbf3829213216a1551,8c06a607fb9672b53040b4748fa477ec6365b691d0418972d20bab1e2cf7ea28,,Same declared date 2025-03-01 observed again after the earlier check (2026-09-09T01:47:31.550Z).
040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,AR,publisher-template-review,unresolved,,Publisher inquiry on the declared template version; recheck after their update window,https://www.narmc.com/cms-hpt.txt,403,2026-09-09T10:06:57.878Z,,https://www.narmc.com/images/710787860_north-arkansas-regional-medical-center_standardcharges.csv,200,https://www.narmc.com/images/710787860_north-arkansas-regional-medical-center_standardcharges.csv,mrf-header-has-no-license-state,,,,,,,date-unverified,2026-09-09T10:06:59.792Z,,83e18023e78f52dbc9c980c984dbf5b3d0615556ab28005e7bee413620bf370c,,
040022,NORTHWEST MEDICAL CENTER-SPRINGDALE,AR,pointer-or-domain-review,unresolved,lead-domain-names-facility-no-pointer,Browser pricing-page walk on the named domain to locate the pointer or its replacement,https://freemanhealthnw.com/cms-hpt.txt,"curl: (28) Operation timed out after 11539 milliseconds with 0 bytes received
",2026-09-09T11:40:44.698Z,,,,,,,,,,,,,,,,,Lead domain https://freemanhealthnw.com/ names the facility on its homepage but serves no readable cms-hpt.txt at the standard location; homepage evidence retained.
040039,ARKANSAS METHODIST MEDICAL CENTER,AR,identity-or-format-review,unresolved,,"Record the direct file URL behind the web page served at the recorded file URL (browser or manual download), then re-verify",https://myammc.org/cms-hpt.txt,206,2026-09-09T10:06:58.145Z,,https://drive.google.com/file/d/1VaWrohdIhUJ1vUflQNkwPMvx-zxUCqZU/view?usp=sharing,200,https://drive.google.com/file/d/1VaWrohdIhUJ1vUflQNkwPMvx-zxUCqZU/view?usp=sharing,mrf-header-has-no-license-state,,,,,,,date-unverified,2026-09-09T16:09:00.003Z,cccd24cfad1509341b7b3bcfc0382e8864f1713bf8c4e8ef5e00bcc4d99edbf6,3031396b88cb42b5f1358e5f6895dd008832ba58ae348203f2b67a2340b354b9,,
040069,GREAT RIVER MEDICAL CENTER,AR,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://mchsys.org/cms-hpt.txt,"curl: (28) Connection timed out after 8013 milliseconds
",2026-09-09T10:37:36.195Z,,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/3da9ca85-20c5-41a0-bdcd-1c72cbc6cce2/716042625_MCHS-GREAT%20RIVER%20MEDICAL%20CENTER_standardcharges.zip,206,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/3da9ca85-20c5-41a0-bdcd-1c72cbc6cce2/716042625_MCHS-GREAT%20RIVER%20MEDICAL%20CENTER_standardcharges.zip,mrf-header-has-no-license-state,,,,,,,date-unverified,2026-09-09T10:07:02.229Z,,c779e1fe296bea9f4ab8da346fc7dde5b5ae030361428f790bab80a829ac215a,,
040147,ARKANSAS SURGICAL HOSPITAL,AR,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://clariti-health.com/cms-hpt.txt,200,2026-09-09T11:40:39.745Z,,,,,,,,,,,,,,,,,
040164,UNITY HEALTH - JACKSONVILLE,AR,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/6ffa86dd7af948a4b4216e06cb522e07/unity-healthcms-hpt.txt,206,2026-09-09T10:06:57.692Z,,https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/9853a0e7e4714bd59ef913643cafb308/86-2564877_unity-health-jacksonville_standardcharges.json,206,https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/9853a0e7e4714bd59ef913643cafb308/86-2564877_unity-health-jacksonville_standardcharges.json,corroborated,file-name-and-address,Unity Health - Jacksonville,Unity Health - Jacksonville,AR,2025-03-01,2.2.0,date-over-365-days,2026-09-09T10:07:01.910Z,4ed681b955f9316848755ccd1352c56a23f67331474733bbf3829213216a1551,54803b8b514c0a8acd94c1cf8d354349ef3e2717bf2f0ff57a9bc82599f8effb,,Same declared date 2025-03-01 observed again after the earlier check (2026-09-09T01:47:31.340Z).
040782,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,AR,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://mchsys.org/cms-hpt.txt,"curl: (28) Connection timed out after 8013 milliseconds
",2026-09-09T10:37:36.195Z,,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/340cba5b-23f2-476f-bd9f-b97e6c9f7afa/800370789_MCHS-SMC%20REGIONAL%20MEDICAL%20CENTER_standardcharges.zip,206,https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/340cba5b-23f2-476f-bd9f-b97e6c9f7afa/800370789_MCHS-SMC%20REGIONAL%20MEDICAL%20CENTER_standardcharges.zip,mrf-header-has-no-license-state,,,,,,,date-unverified,2026-09-09T10:07:03.526Z,,9a902115a731cd5c2d94477dab455e003549c191581dcedee9c405fcdcc2eed0,,
041309,LAWRENCE MEMORIAL HOSPITAL,AR,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.mhlawrencehospital.org/cms-hpt.txt,206,2026-09-09T10:07:00.377Z,,https://www.mhlawrencehospital.org/LawrenceGeneral/media/PDF-Docs/042103586_LawerenceGeneralHospital_standardcharges.csv,404,https://lawrencememorial.info/storage/cms/library/documents/731547175_lawrence-memorial-health-foundation-inc_standardcharges.csv,corroborated,file-name-and-address,"LAWRENCE MEMORIAL HEALTH FOUNDATION, INC",LAWRENCE MEMORIAL HOSPITAL,AR,2025-12-22,3.0.0,date-within-365-days-version-3,2026-09-09T10:43:53.382Z,f602f1a77bd0c6e2ae66c7f4febf63ca178b3fac46c65e712dd590514222794e,4d02b84002bf0a83a8137d77ef26e38f0e32fc2834aab1b954cd3f8bea988f2f,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
041313,OZARK HEALTH,AR,metadata-or-pointer-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://ozarkhealth.net/cms-hpt.txt,200,2026-09-09T10:07:00.984Z,,https://ozarkhealth.net/sites/default/files/pdf/710407683_ozark-health-inc_standardcharges.csv,206,https://ozarkhealth.net/sites/default/files/pdf/710407683_ozark-health-inc_standardcharges.csv,corroborated,file-name-and-address,Ozark Health Inc.,Ozark Health,AR,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:01.978Z,,28dd0a404ded6e98ea7f3356b735048c6c2d58dbc45312826037998bbcbf4899,,
041332,UNITY HEALTH - NEWPORT,AR,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/6ffa86dd7af948a4b4216e06cb522e07/unity-healthcms-hpt.txt,206,2026-09-09T10:06:57.692Z,,https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/e095f26cd5034d22b9124fc30dcecb5a/86-1835149_unity-health-newport_standardcharges.json,206,https://res.cloudinary.com/dpmykpsih/raw/upload/unity-health-2024-site-471/media/r/e095f26cd5034d22b9124fc30dcecb5a/86-1835149_unity-health-newport_standardcharges.json,corroborated,file-name-and-address,Unity Health - Newport,Unity Health - Newport,AR,2025-03-01,2.2.0,date-over-365-days,2026-09-09T10:07:02.378Z,4ed681b955f9316848755ccd1352c56a23f67331474733bbf3829213216a1551,c7b45497705b1fc173ea4f4c6bfd23fe1b931706fe82673be6047c051a898559,,Same declared date 2025-03-01 observed again after the earlier check (2026-09-09T01:47:31.400Z).
044011,ARKANSAS STATE HOSPITAL,AR,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://humanservices.arkansas.gov/cms-hpt.txt,404,2026-09-09T11:40:42.006Z,,,,,,,,,,,,,,,,,
044021,PERIMETER BEHAVIORAL HOSPITAL OF WEST MEMPHIS,AR,pointer-or-domain-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.perimeterhealthcare.com/cms-hpt.txt,206,2026-09-09T10:37:17.094Z,,https://www.perimeterhealthcare.com/arlington/834209160_Perimeter-Behavioral-Hospital-of-Arlington_standardcharges.csv,206,https://www.perimeterhealthcare.com/arlington/834209160_Perimeter-Behavioral-Hospital-of-Arlington_standardcharges.csv,other-facility,,Perimeter Behavioral Hospital of Arlington,"Arlington, TX",TX,2026-03-27,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:02.302Z,ee339fa3be5664792d2aae80ab360711cdb1f4556df0c5511401e28ce42f2656,b9572432beec00aed9edd58734568d5c18acd060e6765c546e0a0d0730c8efd5,,
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,CA,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://health.ucsd.edu/cms-hpt.txt,"curl: (28) Resolving timed out after 8012 milliseconds
",2026-09-09T11:40:53.831Z,,,,,,,,,,,,,,,,,
050028,MAD RIVER COMMUNITY HOSPITAL,CA,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://madriverhospital.com/cms-hpt.txt,"curl: (28) Connection timed out after 8008 milliseconds
",2026-09-09T11:40:54.036Z,,,,,,,,,,,,,,,,,
050043,ALTA BATES SUMMIT MEDICAL CENTER,CA,metadata-or-pointer-review,correction-verified,,Verify raw pointer/file proofs then apply through the reviewed ledger,https://www.sutterhealth.org/cms-hpt.txt,206,2026-09-09T10:07:02.215Z,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,206,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,corroborated,file-name-and-address,Alta Bates Summit Medical Center,Alta Bates Summit Medical Center,CA,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:07:02.263Z,76cf5ee42d726154cfadf3b5d2fdd6605eea5599b8751fc24707dba424a6b2ca,d0f84e1a1bdaed934ce006bcc3093610268d0c1b4348e978631f876b7641d334,,"Duplicate adjudication: 2 current corroborated files; selected the pointer entry ""ALTA BATES SUMMIT MEDICAL CENTER SUMMIT CAMPUS"" (label closest to the roster name)."
